Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh),Year,Month
2020-06-08,Vancouver,15.56,23.67,7.83,0.01,7.58,10.08,5.17,0.0024486703999999,2020,6
2020-06-08,Halifax,18.34,26.64,7.77,0.0,5.21,7.92,3.3,0.0025347563999999,2020,6
2020-06-09,Toronto,18.48,27.01,9.65,0.0,5.8,7.66,3.69,0.0025214156,2020,6
2020-06-09,Vancouver,20.03,28.72,10.33,0.0,5.55,7.92,3.65,0.0027113899999999,2020,6
2020-06-09,Calgary,12.84,20.25,5.43,0.2,4.7,7.14,2.1,0.0028300976,2020,6
2020-06-09,Ottawa,12.0,19.84,2.8,0.25,4.38,6.43,2.62,0.0027949196,2020,6
2020-06-10,Montreal,15.44,22.41,6.47,0.01,3.54,5.62,2.64,0.0027321536,2020,6
2020-06-11,Vancouver,20.92,28.01,13.45,0.07,3.27,4.45,0.84,0.0024552396,2020,6
2020-06-11,Calgary,16.05,24.48,5.08,0.0,3.04,5.25,1.32,0.0034151084,2020,6
2020-06-11,Ottawa,20.58,28.79,10.89,0.0,2.87,4.3,1.47,0.003179,2020,6
2020-06-11,Edmonton,21.36,30.01,11.24,0.23,5.0,6.32,3.03,0.0028019376,2020,6
2020-06-11,Quebec City,22.55,30.73,14.02,0.06,5.97,7.4,4.5,0.0024618176,2020,6
2020-06-11,Halifax,21.77,28.9,13.2,0.02,2.05,5.67,0.09,0.0026359344,2020,6
2020-06-12,Vancouver,12.19,14.62,8.25,26.7,9.42,11.08,6.88,8.138240000000002e-05,2020,6
2020-06-12,Edmonton,11.27,14.76,6.88,45.2,6.75,8.22,5.28,5.13216e-05,2020,6
2020-06-13,Vancouver,18.68,24.36,9.78,0.09,2.46,3.16,1.17,0.0028230444,2020,6
2020-06-13,Edmonton,20.27,24.95,14.52,0.65,2.15,3.51,0.68,0.0024618176,2020,6
2020-06-13,Hamilton,16.71,22.75,9.87,21.13,3.8,10.48,0.72,0.0009350924,2020,6
2020-06-14,Montreal,18.12,23.81,9.46,0.01,2.29,3.04,1.36,0.00260876,2020,6
2020-06-14,Ottawa,18.15,23.85,10.71,0.05,2.42,2.99,1.67,0.0024684044,2020,6
2020-06-15,Ottawa,16.79,21.82,13.78,23.8,5.3,7.42,1.99,0.0006555824,2020,6
2020-07-03,Montreal,-29.78,-25.68,-33.84,0.22,5.22,5.77,4.41,2.9585600000000004e-05,2020,7
2020-07-03,Calgary,-33.63,-30.6,-36.11,0.03,2.57,4.32,0.74,3.25424e-05,2020,7
2020-07-03,Ottawa,-34.01,-27.97,-36.87,0.17,4.43,5.33,3.02,3.10464e-05,2020,7
2020-07-03,Edmonton,-32.98,-29.44,-36.37,0.01,1.95,3.6,0.29,4.4e-05,2020,7
2020-07-03,Quebec City,-25.75,-18.4,-32.84,0.14,3.62,4.65,2.39,5.324000000000001e-05,2020,7
2020-07-07,Winnipeg,-4.06,0.45,-13.76,10.35,8.12,16.18,1.52,0.0001690304,2020,7
2020-07-15,Vancouver,13.04,21.9,3.38,0.0,5.34,7.73,2.66,0.0026495743999999,2020,7
2020-07-17,Ottawa,12.41,19.54,3.31,0.1,2.93,4.72,1.31,0.00260876,2020,7
2020-07-17,Hamilton,12.96,18.9,6.73,0.0,8.32,11.65,4.73,0.00306779,2020,7
2020-07-17,Halifax,12.52,18.25,6.05,0.0,6.99,9.28,4.28,0.0032315756,2020,7
2020-07-18,Toronto,12.79,18.18,6.68,0.13,8.64,11.53,4.75,0.0024552396,2020,7
2020-07-18,Quebec City,14.72,20.58,9.25,0.3,4.32,6.4,0.84,0.0026975916,2020,7
2020-07-19,Calgary,14.51,21.0,6.07,0.66,3.21,4.12,2.29,0.0024948396,2020,7
2020-07-19,Ottawa,16.17,22.85,7.03,2.52,2.59,3.48,1.62,0.0025952256,2020,7
2020-07-19,Edmonton,17.73,24.04,8.84,2.51,3.21,5.52,1.53,0.00329219,2020,7
2020-07-20,Vancouver,14.94,19.92,9.54,0.73,3.65,6.67,1.09,0.0032240384,2020,7
2020-07-20,Montreal,16.85,23.21,7.83,0.01,3.72,5.04,2.83,0.0029011135999999,2020,7
2020-07-20,Hamilton,19.02,25.83,10.75,0.02,3.91,5.01,2.5,0.0028939723999999,2020,7
2020-07-21,Toronto,21.11,27.89,13.17,0.0,2.04,3.59,1.04,0.0028300976,2020,7
2020-07-21,Vancouver,23.97,30.58,15.82,0.0,2.97,4.45,1.89,0.0028300976,2020,7
2020-07-21,Montreal,24.96,32.64,15.36,0.23,3.36,4.75,1.13,0.0028583984,2020,7
2020-07-21,Calgary,26.48,34.96,17.08,0.21,2.83,4.7,1.71,0.0027739184,2020,7
2020-07-21,Ottawa,23.38,29.9,14.16,0.5,4.54,7.63,3.06,0.0026701004,2020,7
2020-07-21,Edmonton,18.3,24.83,11.37,0.25,4.37,6.58,1.62,0.0029369516,2020,7
2020-07-22,Vancouver,26.19,33.79,17.45,0.02,1.74,2.99,0.18,0.00257499,2020,7
2020-07-22,Halifax,15.69,20.48,11.24,5.8,10.81,12.88,8.03,0.0002471436,2020,7
2020-08-07,Hamilton,-26.54,-21.17,-33.86,0.47,3.78,5.91,2.39,8.872159999999998e-05,2020,8
2020-08-07,Halifax,-29.49,-24.89,-36.05,0.41,2.9,4.34,1.8,7.900640000000002e-05,2020,8
2020-08-08,Vancouver,-22.56,-13.82,-33.32,1.04,1.99,3.61,0.77,3.7241600000000006e-05,2020,8
2020-08-08,Calgary,-4.28,0.68,-14.82,30.44,6.3,8.47,5.18,5.39e-06,2020,8
2020-08-20,Ottawa,7.05,12.73,0.61,2.25,2.49,3.42,1.42,0.0024948396,2020,8
2020-08-20,Edmonton,7.09,13.8,-0.07,0.39,2.11,2.72,1.46,0.00260876,2020,8
2020-08-21,Toronto,7.9,14.9,-0.57,1.28,2.35,2.97,1.72,0.0026291276,2020,8
2020-08-22,Edmonton,10.16,15.57,5.58,2.39,3.21,4.41,1.43,0.0027113899999999,2020,8
2020-08-22,Quebec City,12.22,17.96,4.46,2.14,2.45,3.54,1.08,0.0028939723999999,2020,8
2020-08-23,Quebec City,19.55,24.68,12.42,0.43,1.99,3.17,0.3,0.0026564076,2020,8
2020-08-23,Winnipeg,17.78,22.16,12.05,0.17,2.42,2.93,1.68,0.0028726016,2020,8
2020-08-24,Vancouver,12.99,15.74,10.98,26.95,3.25,4.41,2.13,0.00026411,2020,8
2020-08-24,Ottawa,14.97,21.02,8.39,0.78,1.6,2.56,0.19,0.0025147584,2020,8
2020-08-25,Vancouver,17.32,22.4,10.17,0.08,2.25,3.02,1.36,0.0025548336,2020,8
2020-08-25,Edmonton,19.52,25.78,12.13,0.0,1.66,2.62,0.56,0.0031342783999999,2020,8
2020-08-25,Winnipeg,20.71,25.67,15.21,1.01,2.05,2.84,1.41,0.0025548336,2020,8
2020-08-26,Halifax,16.12,20.97,9.32,0.1,2.59,3.91,1.18,0.00264275,2020,8
2020-08-28,Montreal,14.84,19.11,10.09,0.21,2.62,3.57,1.94,0.00260876,2020,8
2020-08-28,Quebec City,14.82,18.79,10.85,22.58,3.66,6.17,2.01,0.0001473516,2020,8
2020-08-30,Montreal,15.54,17.79,13.19,25.34,3.99,4.86,2.47,0.00012716,2020,8
2020-09-01,Toronto,19.09,21.62,16.21,22.12,3.38,4.8,0.36,8.08992e-05,2020,9
2020-09-05,Winnipeg,13.91,15.99,11.06,22.04,3.88,5.55,1.58,4.30592e-05,2020,9
2020-09-12,Edmonton,-0.5,0.34,-2.75,21.44,2.58,3.14,1.93,4.147199999999999e-06,2020,9
2020-09-13,Hamilton,-25.51,-18.52,-34.1,0.55,2.62,5.39,0.93,7.10432e-05,2020,9
2020-09-14,Toronto,-29.2,-18.65,-34.45,1.08,3.31,4.56,1.07,9.139520000000002e-05,2020,9
2020-09-17,Winnipeg,-22.81,-17.56,-32.78,0.86,2.42,3.91,0.85,0.0002841728,2020,9
2020-09-18,Winnipeg,-24.39,-17.01,-33.59,0.19,2.54,3.54,1.76,0.0002402432,2020,9
2020-09-23,Montreal,0.46,2.48,-1.4,20.66,4.15,7.34,2.96,4.8412800000000005e-05,2020,9
2020-09-28,Halifax,9.87,15.46,4.48,2.88,2.81,3.54,1.86,0.0025006592,2020,9
2020-10-01,Ottawa,16.32,17.56,14.92,33.3,3.63,5.41,1.18,7.2e-05,2020,10
2020-10-05,Edmonton,15.94,17.26,12.95,42.54,2.99,4.37,1.67,7.393280000000001e-05,2020,10
2020-10-08,Halifax,13.47,15.82,10.69,22.72,2.54,3.43,1.64,0.0001131007999999,2020,10
2020-10-20,Winnipeg,-0.28,0.4,-2.68,22.93,4.52,7.63,1.95,2.508800000000001e-06,2020,10
2020-10-24,Montreal,-26.62,-22.75,-33.79,0.39,4.96,6.45,3.25,0.00031752,2020,10
2020-10-24,Ottawa,-5.11,1.5,-13.38,27.15,4.36,11.4,0.99,2.7084800000000005e-05,2020,10
2020-10-25,Calgary,-0.54,1.11,-4.89,21.38,3.31,7.96,1.17,4.92032e-05,2020,10
2020-10-28,Hamilton,0.27,2.1,-2.69,23.43,2.53,5.16,1.19,5.832000000000001e-05,2020,10
2020-11-02,Calgary,5.75,10.34,-0.4,19.99,3.89,5.22,0.3,0.000100352,2020,11
2020-11-04,Ottawa,14.27,17.27,10.24,26.31,4.24,6.39,2.04,0.000177608,2020,11
2020-11-07,Quebec City,14.98,18.31,11.53,20.15,3.39,4.89,2.39,6.6248e-05,2020,11
2020-11-09,Ottawa,16.95,19.89,14.21,20.86,1.44,2.06,0.61,0.000232562,2020,11
2020-11-13,Halifax,19.18,20.48,17.95,44.75,2.0,3.09,1.31,3.8642e-05,2020,11
2020-11-18,Montreal,6.77,8.2,5.56,36.44,4.2,6.19,2.57,1.5842e-05,2020,11
2020-11-18,Calgary,7.25,10.16,4.88,34.83,5.33,6.29,3.72,2.5088000000000008e-05,2020,11
2020-11-20,Hamilton,4.56,6.88,2.68,28.98,3.46,5.19,1.04,6.498e-06,2020,11
2020-11-22,Calgary,-1.0,-0.35,-2.42,23.28,3.51,6.14,0.44,3.042e-06,2020,11
2020-11-26,Montreal,-25.05,-14.84,-33.12,1.38,2.75,3.93,1.31,5.779999999999999e-05,2020,11
2020-12-01,Calgary,-0.37,0.66,-2.71,22.84,3.83,7.78,1.54,1.4111999999999998e-05,2020,12
2020-12-07,Ottawa,2.03,3.12,1.37,27.33,4.07,5.18,1.56,5.3792e-05,2020,12
2020-12-12,Toronto,12.6,14.18,10.89,21.88,3.3,4.15,2.58,3.6450000000000005e-05,2020,12
2020-12-17,Toronto,18.76,20.92,15.72,22.5,3.22,4.65,2.08,8.4872e-05,2020,12
2020-12-24,Vancouver,12.6,16.39,8.21,33.0,4.68,7.66,1.1,1.4792e-05,2020,12
2020-12-25,Vancouver,13.05,15.67,10.23,20.6,1.74,2.97,0.95,1.5842e-05,2020,12
2020-12-25,Montreal,8.53,9.81,6.46,20.16,2.65,3.96,1.56,8.449999999999999e-06,2020,12
2020-12-25,Quebec City,9.61,17.61,5.28,23.9,7.58,9.17,5.35,2.0000000000000005e-05,2020,12
2020-12-25,Halifax,5.09,10.14,1.74,30.3,2.79,4.14,2.01,3.362e-06,2020,12
2021-01-01,Toronto,-27.44,-23.07,-33.27,0.32,2.55,3.98,0.94,4.992800000000001e-05,2021,1
2021-01-02,Toronto,0.48,1.47,-6.1,31.07,4.23,6.28,2.99,2.592e-06,2021,1
2021-01-03,Vancouver,-9.5,-5.11,-13.18,22.06,4.69,5.96,0.63,2.4500000000000003e-06,2021,1
2021-01-10,Montreal,-3.85,-1.93,-6.14,21.27,6.44,8.5,1.59,4.3218000000000005e-05,2021,1
2021-01-21,Ottawa,22.56,26.25,19.92,26.87,4.27,5.79,3.03,0.000392498,2021,1
2021-01-23,Winnipeg,16.38,21.47,10.72,29.71,1.88,4.07,0.52,0.000415872,2021,1
2021-01-27,Montreal,12.93,18.43,8.79,25.57,4.82,8.01,1.89,1.6562e-05,2021,1
2021-01-29,Montreal,2.89,3.7,2.24,29.39,4.82,6.34,2.31,1.1552000000000002e-05,2021,1
2021-01-31,Edmonton,1.18,2.23,0.06,22.64,5.02,8.77,1.57,7.688e-06,2021,1
2021-02-05,Calgary,-0.46,0.96,-3.9,32.83,3.24,5.04,1.61,1.5680000000000005e-06,2021,2
2021-02-17,Calgary,1.41,2.16,0.61,20.51,5.73,7.32,2.52,6.6248e-05,2021,2
2021-02-18,Toronto,3.33,5.48,1.08,27.72,4.26,6.69,0.76,9.3312e-05,2021,2
2021-02-21,Quebec City,12.72,15.94,9.34,24.09,2.98,4.46,2.22,6.265800000000001e-05,2021,2
2021-02-22,Halifax,13.44,16.06,9.18,20.0,3.86,5.52,2.56,0.0001320979999999,2021,2
2021-02-28,Calgary,19.27,20.73,17.48,25.83,3.21,5.14,1.51,0.000137288,2021,2
2021-03-03,Toronto,14.74,20.4,9.69,21.92,4.68,6.8,2.2,0.00010368,2021,3
2021-03-05,Toronto,9.7,12.26,7.42,21.07,4.64,6.12,2.58,5.408e-05,2021,3
2021-03-07,Halifax,5.68,6.65,4.93,25.52,2.06,3.51,0.46,1.8483200000000003e-05,2021,3
2021-03-08,Winnipeg,9.28,11.81,6.15,40.39,2.57,5.97,1.36,2.2044800000000003e-05,2021,3
2021-03-08,Hamilton,2.92,6.53,-1.56,22.9,7.44,11.45,2.06,3.13632e-05,2021,3
2021-03-15,Halifax,-1.24,0.33,-9.87,24.73,2.56,5.15,0.3,2.1632000000000007e-06,2021,3
2021-03-22,Vancouver,-1.51,0.63,-8.18,28.81,6.59,9.54,3.66,3.2643200000000006e-05,2021,3
2021-03-25,Montreal,3.57,5.94,0.67,27.28,4.68,8.79,1.17,4.92032e-05,2021,3
2021-04-03,Vancouver,22.41,25.33,18.96,22.67,3.94,5.34,1.69,0.0002691199999999,2021,4
2021-04-05,Edmonton,18.03,21.01,14.58,27.57,2.54,7.93,0.49,0.0002544768,2021,4
2021-04-08,Toronto,11.36,13.32,9.75,22.44,3.38,5.44,0.26,4.45568e-05,2021,4
2021-04-11,Montreal,13.16,17.73,9.91,36.53,4.9,7.71,0.93,6.006080000000002e-05,2021,4
2021-04-19,Hamilton,6.54,9.16,2.89,49.05,5.36,7.29,3.69,2.3328000000000003e-06,2021,4
2021-04-29,Vancouver,-0.01,2.77,-2.88,24.47,4.65,7.07,2.62,3.942720000000001e-05,2021,4
2021-05-02,Halifax,7.38,9.88,5.07,20.02,2.47,3.56,0.85,6.36192e-05,2021,5
2021-05-05,Calgary,7.07,14.01,-0.49,0.0,2.35,2.85,1.77,0.0024724512,2021,5
2021-05-08,Montreal,22.12,25.25,19.21,24.03,5.46,7.41,2.75,0.0004645152,2021,5
2021-05-16,Montreal,15.2,19.44,10.53,26.42,3.74,5.41,1.73,0.0001107072,2021,5
2021-05-19,Calgary,15.1,19.13,12.3,25.12,3.56,6.14,0.92,2.42208e-05,2021,5
2021-05-20,Hamilton,6.19,10.94,3.95,22.43,4.84,7.09,3.31,2.592e-05,2021,5
2021-05-24,Ottawa,-3.72,1.75,-11.26,35.89,4.92,7.95,2.52,5.379200000000001e-06,2021,5
2021-05-31,Winnipeg,-0.88,0.54,-6.61,21.29,4.32,7.21,1.11,2.64992e-05,2021,5
2021-06-05,Winnipeg,0.8,1.79,0.08,22.52,3.68,6.15,1.27,9.63776e-05,2021,6
2021-06-08,Toronto,5.91,12.85,-1.27,1.06,2.83,3.9,2.09,0.0025615436,2021,6
2021-06-08,Vancouver,7.69,15.07,-0.61,0.34,2.85,3.61,1.92,0.0024684044,2021,6
2021-06-08,Ottawa,4.36,10.49,-1.21,0.11,3.23,5.13,1.81,0.0026359344,2021,6
2021-06-08,Edmonton,2.63,8.75,-2.6,0.01,2.18,3.12,1.69,0.00278091,2021,6
2021-06-08,Quebec City,3.25,9.8,-2.89,0.0,2.86,4.1,1.95,0.0029513484,2021,6
2021-06-08,Winnipeg,5.77,13.32,-2.59,0.41,2.18,2.73,1.65,0.0028939723999999,2021,6
2021-06-08,Hamilton,9.53,17.36,0.81,3.13,2.35,2.85,1.79,0.0027599616,2021,6
2021-06-08,Halifax,11.65,19.55,3.54,1.74,1.78,2.99,0.5,0.00278091,2021,6
2021-06-09,Toronto,14.0,21.51,5.26,0.67,2.14,2.75,0.83,0.0025548336,2021,6
2021-06-09,Winnipeg,7.19,12.83,1.87,2.44,4.11,5.51,1.02,0.00303116,2021,6
2021-06-10,Ottawa,13.06,19.51,4.54,0.0,2.31,3.32,1.14,0.0031120364,2021,6
2021-06-10,Quebec City,16.06,18.6,11.99,35.06,2.35,3.33,1.29,9.76844e-05,2021,6
2021-06-11,Montreal,13.49,18.7,7.44,0.34,2.03,2.76,0.36,0.0026019884,2021,6
2021-06-12,Edmonton,17.41,22.9,9.58,0.0,1.84,2.91,0.81,0.0027252236,2021,6
2021-06-13,Toronto,13.16,19.55,5.86,0.06,2.13,3.17,1.0,0.0033533676,2021,6
2021-06-13,Vancouver,15.41,21.58,8.42,0.05,1.69,2.21,1.16,0.0026019884,2021,6
2021-06-13,Edmonton,20.34,25.26,14.71,0.12,1.39,2.03,0.22,0.0029802476,2021,6
2021-06-13,Quebec City,21.4,26.7,13.88,0.37,2.3,3.08,0.69,0.0027949196,2021,6
2021-06-13,Hamilton,15.42,20.0,10.34,0.21,2.62,3.63,1.86,0.0029657804,2021,6
2021-06-14,Halifax,13.37,18.49,7.67,0.68,2.68,4.07,1.98,0.0029585599999999,2021,6
2021-06-15,Toronto,16.1,21.61,8.43,0.45,2.77,3.95,1.24,0.002816,2021,6
2021-06-15,Edmonton,17.43,22.54,11.74,0.1,2.4,3.58,1.75,0.0026359344,2021,6
2021-06-16,Toronto,19.27,23.91,13.2,0.12,2.54,3.81,1.55,0.0024749999999999,2021,6
2021-06-16,Vancouver,22.24,25.66,18.18,23.29,3.23,4.2,2.05,0.0008211456,2021,6
2021-06-16,Ottawa,21.28,24.72,17.61,20.16,2.14,4.06,1.22,0.0007004844,2021,6
2021-06-17,Halifax,13.59,15.05,12.42,23.5,3.13,4.32,1.51,0.0002247343999999,2021,6
2021-06-20,Vancouver,21.78,25.19,18.57,25.34,3.32,4.76,1.16,0.0005576384,2021,6
2021-06-24,Quebec City,12.37,15.96,6.79,35.28,3.17,5.26,1.15,4.759040000000001e-05,2021,6
2021-06-27,Edmonton,5.35,8.44,0.72,28.1,3.61,5.78,1.7,5.13216e-05,2021,6
2021-06-29,Calgary,-3.23,0.91,-9.09,24.29,4.57,6.6,2.86,9.719600000000004e-06,2021,6
2021-06-30,Toronto,1.01,1.28,0.16,22.74,2.51,3.73,1.01,5.086400000000001e-06,2021,6
2021-07-01,Quebec City,-4.32,0.18,-8.99,36.28,9.11,12.13,3.52,6.0236e-06,2021,7
2021-07-05,Hamilton,-28.82,-12.68,-33.18,0.13,7.44,8.66,6.63,0.0001016576,2021,7
2021-07-05,Halifax,-30.37,-25.85,-35.38,0.29,5.76,7.79,1.15,0.0003803184,2021,7
2021-07-14,Edmonton,5.87,8.72,3.16,23.48,6.32,10.14,1.24,0.0001777643999999,2021,7
2021-07-15,Vancouver,11.75,16.86,6.5,0.24,3.6,5.04,2.52,0.0026019884,2021,7
2021-07-15,Calgary,5.25,11.53,-1.41,0.0,2.6,3.27,2.09,0.0027183024,2021,7
2021-07-15,Hamilton,6.96,12.8,0.69,0.05,3.94,5.31,2.86,0.0029154224,2021,7
2021-07-16,Montreal,4.44,11.13,-3.25,0.08,3.0,4.32,2.07,0.0029441456,2021,7
2021-07-16,Quebec City,6.83,13.63,-1.68,0.0,1.69,2.59,0.29,0.00329219,2021,7
2021-07-16,Winnipeg,11.58,17.86,3.99,0.01,2.32,3.68,0.38,0.0030165696,2021,7
2021-07-17,Montreal,16.05,23.7,8.52,0.06,4.11,6.06,2.7,0.0026223296,2021,7
2021-07-17,Calgary,12.48,18.56,5.08,0.0,2.09,3.75,0.04,0.0032466764,2021,7
2021-07-17,Ottawa,15.95,22.09,9.61,1.19,1.72,2.99,0.2,0.0030898736,2021,7
2021-07-17,Edmonton,18.74,25.32,10.76,0.52,2.77,3.72,2.07,0.0030898736,2021,7
2021-07-17,Hamilton,9.52,13.74,4.81,0.04,5.24,6.37,3.32,0.0025481324,2021,7
2021-07-19,Quebec City,17.76,23.37,10.27,1.21,1.44,2.37,0.77,0.00306779,2021,7
2021-07-19,Winnipeg,18.94,24.95,12.0,0.69,2.26,2.78,1.11,0.0029585599999999,2021,7
2021-07-19,Hamilton,20.13,25.87,13.07,0.15,2.37,3.09,1.61,0.00306779,2021,7
2021-07-21,Toronto,23.01,28.54,17.28,0.28,1.55,2.2,0.76,0.0026155404,2021,7
2021-07-21,Edmonton,19.94,21.73,18.34,43.73,1.59,3.04,0.48,0.0001457456,2021,7
2021-07-21,Quebec City,19.96,23.47,16.68,21.78,1.92,3.39,0.23,0.0008557164,2021,7
2021-07-21,Hamilton,18.21,21.0,14.23,22.58,3.45,5.81,1.56,0.0006488064,2021,7
2021-07-24,Ottawa,15.69,17.13,14.33,51.88,4.13,6.19,0.39,0.0001286604,2021,7
2021-07-28,Quebec City,12.6,13.65,11.03,24.47,2.79,3.47,2.26,3.64364e-05,2021,7
2021-07-30,Edmonton,11.27,14.79,7.9,20.7,4.42,5.81,2.74,0.00011264,2021,7
2021-08-04,Edmonton,-1.1,-0.05,-4.09,22.16,3.27,4.19,1.72,2.2180399999999995e-05,2021,8
2021-08-06,Quebec City,3.56,7.76,1.1,50.29,5.22,9.0,2.27,4.5056000000000005e-06,2021,8
2021-08-08,Halifax,-2.04,0.26,-6.61,28.38,5.76,8.54,1.87,3.959999999999999e-06,2021,8
2021-08-14,Halifax,-0.97,0.3,-2.14,23.6,3.86,5.97,2.02,5.421240000000001e-05,2021,8
2021-08-19,Edmonton,-1.03,4.38,-6.55,0.08,4.08,5.11,2.23,0.0024749999999999,2021,8
2021-08-19,Quebec City,3.47,9.34,-4.1,0.51,2.27,3.03,1.47,0.0024749999999999,2021,8
2021-08-23,Toronto,10.85,16.41,4.62,0.98,2.46,3.37,1.72,0.0026632496,2021,8
2021-08-23,Montreal,15.68,23.2,7.45,0.24,1.95,2.61,1.12,0.00306779,2021,8
2021-08-23,Calgary,17.28,24.32,9.53,0.12,1.6,2.51,0.33,0.0030384683999999,2021,8
2021-08-23,Ottawa,19.52,27.11,12.32,0.01,1.93,3.0,0.7,0.0028019376,2021,8
2021-08-23,Hamilton,17.7,20.81,14.62,20.72,1.83,3.28,0.36,0.00043659,2021,8
2021-08-24,Winnipeg,13.78,19.4,6.06,0.04,2.73,4.13,1.45,0.0032240384,2021,8
2021-08-25,Ottawa,16.68,18.41,13.46,43.97,2.81,5.79,0.3,4.57776e-05,2021,8
2021-08-25,Quebec City,20.25,25.78,13.02,0.15,2.73,4.05,0.43,0.00306779,2021,8
2021-08-25,Halifax,13.52,18.69,6.54,0.77,3.18,3.82,2.31,0.0029369516,2021,8
2021-08-26,Montreal,17.19,23.02,10.89,2.79,2.35,2.85,1.9,0.00310464,2021,8
2021-08-26,Calgary,19.87,27.11,12.52,2.36,1.45,2.32,0.15,0.0027113899999999,2021,8
2021-08-27,Edmonton,22.11,26.94,16.05,0.37,2.77,4.45,1.42,0.0025347563999999,2021,8
2021-08-28,Montreal,14.45,18.41,8.88,0.1,3.33,5.23,2.01,0.0027739184,2021,8
2021-08-30,Vancouver,16.46,17.78,15.2,45.82,3.34,4.53,1.71,7.208960000000001e-05,2021,8
2021-09-03,Halifax,13.16,15.97,11.16,26.68,2.88,3.91,2.22,1.1520000000000002e-05,2021,9
2021-09-11,Edmonton,-0.48,0.22,-2.62,35.79,1.72,2.45,0.89,9.248e-07,2021,9
2021-09-13,Ottawa,0.92,1.92,0.15,34.43,2.13,2.52,1.54,5.379200000000001e-06,2021,9
2021-09-13,Quebec City,-29.86,-23.85,-34.13,0.03,1.54,3.7,0.16,7.787520000000002e-05,2021,9
2021-09-13,Winnipeg,-28.64,-22.01,-34.57,0.12,4.11,8.91,2.34,8.606720000000002e-05,2021,9
2021-09-14,Toronto,-33.59,-30.32,-38.8,0.13,5.66,7.16,4.16,8.08992e-05,2021,9
2021-09-14,Vancouver,-33.01,-28.85,-36.98,0.09,4.83,6.14,3.15,6.272e-05,2021,9
2021-09-14,Calgary,-30.42,-24.78,-35.07,0.12,4.58,8.33,2.09,9.46688e-05,2021,9
2021-09-15,Vancouver,-20.04,-9.79,-29.72,1.69,10.57,14.98,3.27,9.912320000000002e-05,2021,9
2021-09-15,Edmonton,-26.59,-19.87,-33.67,0.34,5.66,7.43,3.69,0.0001384448,2021,9
2021-09-15,Quebec City,-23.68,-18.21,-33.83,1.37,5.46,7.93,2.56,6.543679999999999e-05,2021,9
2021-09-15,Winnipeg,-27.74,-20.08,-35.21,3.22,6.82,8.89,4.18,0.0001397792,2021,9
2021-09-15,Hamilton,-25.58,-8.52,-37.37,2.51,6.62,11.11,2.99,0.0001305728,2021,9
2021-09-16,Montreal,-30.5,-26.54,-34.88,0.62,5.45,7.8,4.22,0.0001663488,2021,9
2021-09-16,Calgary,-26.74,-20.01,-34.86,0.58,5.4,6.07,4.42,0.00011552,2021,9
2021-09-17,Edmonton,-27.75,-21.1,-33.88,0.08,4.54,6.31,3.4,0.0002841728,2021,9
2021-09-17,Quebec City,-27.48,-20.56,-33.03,0.04,3.12,5.62,0.83,0.0002672672,2021,9
2021-09-18,Winnipeg,-16.61,-14.78,-19.02,0.49,9.89,12.57,7.64,0.0003830911999999,2021,9
2021-09-18,Hamilton,-15.82,-14.63,-16.87,0.95,9.18,10.85,8.08,0.0004310048,2021,9
2021-09-18,Halifax,-15.47,-14.11,-17.52,0.35,8.75,10.15,6.55,0.0004524031999999,2021,9
2021-09-19,Montreal,-23.16,-16.16,-35.25,0.12,8.95,14.17,4.45,0.0004669568,2021,9
2021-09-19,Calgary,-27.53,-19.07,-37.52,0.05,4.21,6.86,2.71,0.0005352992,2021,9
2021-09-19,Edmonton,-31.75,-25.25,-38.74,0.17,5.56,6.89,4.69,0.00059168,2021,9
2021-09-19,Quebec City,-26.15,-18.96,-32.99,0.55,4.69,5.9,2.82,0.0005807232,2021,9
2021-09-22,Edmonton,-10.42,-9.05,-11.49,1.39,9.92,11.74,8.42,8.606720000000002e-05,2021,9
2021-09-30,Vancouver,11.78,13.59,9.55,31.44,4.68,6.36,3.08,6.821120000000002e-05,2021,9
2021-09-30,Edmonton,17.57,21.4,14.16,34.04,7.14,10.63,4.94,0.0001889568,2021,9
2021-10-01,Edmonton,18.98,22.91,16.51,20.63,12.81,15.67,10.51,0.0002899232,2021,10
2021-10-01,Quebec City,18.21,22.14,13.9,14.69,8.76,11.88,6.51,0.0003035648,2021,10
2021-10-07,Vancouver,20.77,26.13,15.26,28.7,4.34,7.88,3.17,0.0003569792,2021,10
2021-10-11,Vancouver,4.05,6.09,2.08,4.32,10.61,12.34,7.65,7.88768e-05,2021,10
2021-10-14,Quebec City,1.57,6.27,-1.32,5.67,10.22,12.64,5.29,1.9971200000000003e-05,2021,10
2021-10-15,Vancouver,-7.4,-5.25,-11.34,0.91,7.9,9.16,6.77,2.888e-05,2021,10
2021-10-17,Halifax,-6.24,-2.93,-8.92,0.05,9.03,10.41,6.76,1.3939200000000002e-05,2021,10
2021-10-19,Winnipeg,-32.23,-25.02,-36.79,0.21,3.5,3.88,3.01,4.6080000000000006e-05,2021,10
2021-10-19,Hamilton,-33.64,-25.85,-39.78,0.31,4.01,4.53,3.18,7.988480000000001e-05,2021,10
2021-10-19,Halifax,-27.05,-19.79,-32.94,0.09,5.15,9.02,3.51,7.88768e-05,2021,10
